Employee_ID,Age,Gender,Industry,Work_Location,Stress_Level_Numeric,Work_Hours_Per_Week,Access_to_Mental_Health_Resources,Work_Life_Balance_Rating,Mental_Health_Risk,Sleep_Hours,Productivity_Score
1627,25,Male,Sales,No,4.84,35,No,7.65,Low,5.5,5.75
1677,23,Female,IT,Hybrid,9.87,59,Yes,8.41,High,7.4,4.23
1729,23,Male,Engineering,No,4.69,42,No,7.09,Low,8.9,2.68
1785,23,Female,Sales,Hybrid,4.95,50,Yes,4.42,Low,6.7,3.29
1913,25,Female,Marketing,Hybrid,3.71,40,Yes,7.02,Low,5.5,8.46
2075,26,Male,Sales,No,8.91,31,Yes,1.7,High,4.4,8.38
2161,24,Male,Sales,Yes,3.02,44,No,8.44,Low,6.1,1.18
2331,26,Male,Sales,Hybrid,9.13,31,No,7.16,High,6.3,3.41
2341,27,Female,Support,No,8.61,33,No,5.11,High,7.3,3.88
2362,23,Male,Marketing,Yes,8.05,39,Yes,5.85,High,7.0,4.44
2486,23,Male,Support,No,6.46,35,Yes,6.81,Medium,7.0,9.02
2633,26,Female,Sales,Yes,9.91,33,No,7.26,High,8.1,9.54
2634,22,Female,Engineering,No,8.43,33,Yes,5.1,High,4.8,3.76
2752,22,Male,Sales,No,4.32,55,Yes,9.92,Low,4.8,3.33
2776,23,Female,Support,Hybrid,6.99,41,Yes,9.09,Medium,4.4,2.56
2783,26,Male,Marketing,Hybrid,5.81,49,No,7.14,Medium,7.9,1.29
2799,25,Male,Marketing,Yes,6.98,59,Yes,8.86,Medium,5.9,4.42
2906,26,Female,IT,Hybrid,5.33,43,No,4.65,Medium,4.8,3.1
2994,24,Female,IT,Hybrid,4.58,31,No,7.54,Low,7.6,5.35
3004,23,Male,IT,Hybrid,4.62,44,Yes,8.93,Low,7.2,9.7
3029,25,Female,Support,No,2.95,44,No,8.32,Low,5.9,3.15
3178,23,Male,Engineering,Hybrid,8.08,46,Yes,6.11,High,8.2,4.3
3190,23,Male,Sales,No,6.25,45,Yes,4.38,Medium,7.8,6.35
3258,26,Male,Engineering,Yes,4.86,37,Yes,7.35,Low,4.5,7.5
3288,25,Female,HR,No,3.01,50,No,5.05,Low,8.2,3.89
3308,24,Male,Engineering,Yes,2.5,34,No,4.75,Low,7.8,5.25
3350,24,Female,Engineering,No,6.03,30,Yes,8.64,Medium,6.1,9.96
3443,27,Male,HR,Yes,4.91,49,Yes,3.27,Low,8.4,8.15
3518,25,Female,Sales,Yes,5.28,48,No,1.83,Medium,4.3,2.24
3703,25,Male,Marketing,Hybrid,1.63,53,Yes,1.26,Low,6.6,1.69
3798,23,Male,HR,No,2.52,49,Yes,1.7,Low,7.0,1.11
3862,22,Male,Engineering,Hybrid,8.55,31,No,9.61,High,8.6,4.89
3868,24,Male,Support,Hybrid,9.1,48,No,9.42,High,8.7,2.63
3891,25,Male,Support,Hybrid,7.31,52,Yes,2.3,Medium,5.4,9.38
3892,26,Male,Sales,Yes,4.76,37,Yes,8.78,Low,8.0,5.66
3972,26,Female,HR,Yes,3.84,53,No,9.47,Low,4.0,7.59
3998,22,Female,Marketing,No,2.19,38,No,3.03,Low,7.6,2.32
1028,24,Female,Engineering,Yes,1.64,55,Yes,4.41,Low,5.3,6.62
1105,24,Female,Marketing,Hybrid,8.53,44,Yes,3.05,High,7.7,8.17
1144,27,Female,Support,Hybrid,4.99,48,No,7.04,Low,5.6,3.28
1160,23,Male,Engineering,Yes,2.52,52,No,8.67,Low,8.1,9.23
1179,26,Female,Engineering,No,7.56,52,No,5.29,Medium,7.5,3.08
1336,26,Male,Support,No,4.13,37,Yes,8.21,Low,6.8,1.41
1355,22,Male,Support,Hybrid,2.22,35,Yes,7.94,Low,8.2,3.41
1356,22,Female,Engineering,Yes,6.9,48,No,2.15,Medium,4.6,4.06
1360,22,Male,Marketing,Hybrid,9.21,40,No,1.2,High,5.7,3.29
1665,26,Male,Sales,Hybrid,6.6,48,No,6.76,Medium,5.2,5.03
1667,25,Male,Sales,Hybrid,2.97,50,Yes,6.58,Low,5.6,1.83
1808,22,Female,Engineering,No,3.54,50,No,4.72,Low,8.9,9.93
1898,23,Male,Support,Yes,5.59,42,No,2.44,Medium,5.1,7.38
1994,22,Female,Engineering,Yes,5.75,56,No,2.38,Medium,6.9,1.6
2070,23,Male,Support,No,9.11,56,No,6.7,High,8.1,1.94
2093,23,Male,IT,Yes,6.88,47,Yes,3.5,Medium,4.6,1.46
2120,27,Female,Sales,Yes,7.29,43,No,8.1,Medium,4.6,6.45
2153,23,Female,HR,Hybrid,7.75,41,Yes,3.64,Medium,7.8,6.05
2249,26,Female,Sales,Yes,4.24,36,No,6.43,Low,5.9,6.84
2301,25,Male,Marketing,Hybrid,4.48,54,Yes,9.61,Low,8.7,4.75
2327,27,Male,Support,Yes,6.91,39,No,4.27,Medium,7.3,2.21
2336,24,Female,IT,No,7.2,43,No,6.64,Medium,5.5,1.63
2599,23,Female,HR,Yes,3.43,54,No,4.07,Low,5.4,6.22
2626,27,Male,Engineering,Yes,3.51,49,Yes,7.94,Low,7.5,5.35
2666,23,Female,HR,Hybrid,7.06,42,Yes,3.76,Medium,6.3,9.82
2723,23,Female,Support,No,4.88,34,Yes,3.98,Low,7.3,7.06
2724,27,Female,Marketing,No,9.39,43,Yes,9.33,High,6.3,1.68
2979,27,Male,Marketing,Yes,2.92,49,Yes,9.28,Low,4.1,3.73
2993,27,Male,Sales,Hybrid,3.49,44,Yes,2.15,Low,8.5,1.65
3022,27,Male,Sales,Hybrid,8.3,43,No,2.9,High,5.7,2.4
3140,26,Male,IT,No,1.81,37,Yes,5.0,Low,6.8,1.22
3149,22,Male,Support,No,1.09,46,No,7.16,Low,8.9,9.1
3164,26,Male,Marketing,Yes,7.74,50,Yes,7.21,Medium,5.4,3.86
3180,24,Female,Marketing,No,5.38,59,No,2.84,Medium,7.3,8.83
3342,27,Female,Sales,No,4.31,38,No,9.53,Low,4.7,4.89
3364,26,Female,Marketing,No,9.01,40,Yes,8.29,High,5.9,8.28
3373,27,Male,Sales,Yes,5.2,45,Yes,3.31,Medium,7.1,5.42
3466,25,Male,Engineering,No,4.79,44,Yes,6.9,Low,8.8,6.87
3479,24,Male,IT,Hybrid,1.08,47,Yes,9.32,Low,6.6,5.24
3527,22,Male,Support,Hybrid,1.94,42,No,9.71,Low,7.4,5.71
3679,25,Female,Support,Hybrid,4.34,48,No,3.47,Low,5.2,5.2
3699,25,Male,Sales,Yes,1.46,58,No,6.48,Low,7.0,4.09
3760,26,Female,HR,No,6.35,58,No,8.33,Medium,5.5,1.86
3786,23,Male,Sales,Hybrid,5.94,48,Yes,5.51,Medium,4.1,2.78
3898,24,Male,Engineering,Hybrid,5.28,58,Yes,2.9,Medium,7.1,4.01
3944,27,Female,IT,Yes,1.77,41,Yes,4.97,Low,8.3,3.88
3985,23,Male,HR,Yes,2.21,39,Yes,1.31,Low,7.5,2.56
1167,22,Female,Marketing,Yes,7.24,39,Yes,2.5,Medium,4.9,9.72
1169,23,Female,Sales,Yes,4.73,37,No,5.99,Low,8.2,3.96
1172,27,Male,IT,Yes,4.25,53,Yes,8.6,Low,5.2,6.62
1181,27,Male,IT,Hybrid,8.05,31,No,2.86,High,5.8,6.6
1202,22,Male,Engineering,Hybrid,5.53,55,No,3.59,Medium,8.5,3.43
1214,22,Male,Support,No,5.81,39,Yes,2.99,Medium,7.7,9.26
1315,22,Male,Support,Hybrid,9.04,37,Yes,5.68,High,6.8,6.54
1374,26,Male,Support,Hybrid,4.18,51,Yes,6.47,Low,7.7,2.94
1376,26,Female,Sales,Yes,3.83,42,No,3.85,Low,7.4,7.64
1476,26,Female,HR,Yes,2.46,59,Yes,4.44,Low,4.4,1.74
1551,24,Female,Support,Hybrid,5.36,55,No,3.67,Medium,4.0,7.78
1592,22,Male,HR,Yes,3.96,55,No,7.02,Low,4.6,1.14
1607,27,Male,Engineering,Hybrid,2.47,47,No,2.83,Low,7.9,9.98
1686,25,Male,Sales,Hybrid,4.25,59,Yes,6.0,Low,8.6,5.23
1791,27,Female,Engineering,Yes,9.28,43,No,1.08,High,8.2,2.04
1816,24,Male,Engineering,Yes,7.93,57,No,1.36,Medium,4.7,4.05
1940,26,Female,HR,Yes,1.63,45,Yes,1.22,Low,5.3,2.42
1969,23,Male,Support,No,6.72,42,No,4.89,Medium,6.0,8.89
2037,24,Female,Support,No,6.47,52,No,4.82,Medium,4.1,1.49
2259,22,Male,HR,Hybrid,4.59,49,Yes,5.13,Low,4.3,9.42
2264,25,Male,HR,No,1.78,52,No,6.51,Low,7.0,5.82
2275,25,Male,Support,Yes,4.25,31,No,2.12,Low,4.2,9.29
2317,26,Female,IT,Hybrid,1.67,56,Yes,8.36,Low,6.6,3.36
2353,26,Male,Marketing,Hybrid,1.9,34,Yes,7.23,Low,6.4,7.38
2576,24,Female,IT,Hybrid,1.31,44,No,4.7,Low,6.6,1.54
2620,26,Male,IT,No,9.16,47,Yes,2.33,High,6.6,2.97
2641,24,Female,IT,No,9.86,33,Yes,6.46,High,7.9,7.24
2649,22,Female,Engineering,Yes,4.66,39,Yes,2.8,Low,8.2,4.26
2736,25,Male,Engineering,No,8.1,30,No,2.49,High,8.0,4.35
2777,27,Male,Support,No,2.63,39,No,9.87,Low,4.9,1.07
2816,23,Male,Support,Yes,5.41,45,No,8.36,Medium,5.0,1.07
2881,23,Female,IT,Yes,2.44,46,No,8.47,Low,7.2,7.19
3046,23,Male,Engineering,No,8.97,49,No,6.77,High,7.7,5.13
3097,26,Female,Marketing,Hybrid,3.81,55,No,8.9,Low,4.1,5.56
3301,25,Female,Engineering,Yes,6.37,35,Yes,4.85,Medium,5.7,8.55
3370,22,Female,Support,Hybrid,7.27,41,No,4.15,Medium,6.2,7.2
3401,25,Female,Engineering,Hybrid,6.59,55,No,4.43,Medium,6.1,7.07
3442,27,Female,HR,Hybrid,4.57,51,Yes,1.46,Low,8.7,6.78
3561,24,Female,Support,No,4.84,34,No,3.03,Low,7.3,9.38
3662,23,Male,Marketing,Yes,2.5,49,Yes,6.27,Low,7.1,3.45
3706,24,Male,Marketing,No,8.45,55,No,6.69,High,6.5,3.06
3708,23,Male,Marketing,Yes,2.76,54,Yes,8.42,Low,4.8,2.71
3727,22,Female,IT,No,1.2,36,No,8.23,Low,5.2,8.37
3939,27,Male,IT,Yes,6.21,41,Yes,2.32,Medium,6.6,8.68
3959,25,Female,Marketing,Hybrid,3.26,40,No,3.54,Low,4.6,3.47
EMP0064,22,Female,Healthcare,Onsite,6.0,31,Yes,3.0,Medium,,
EMP0074,23,Male,IT,Hybrid,9.0,53,Yes,3.0,High,,
EMP0084,26,Female,Healthcare,Hybrid,9.0,43,Yes,4.0,High,,
EMP0089,24,Female,Consulting,Remote,9.0,38,Yes,5.0,High,,
EMP0143,23,Female,Manufacturing,Hybrid,9.0,23,No,5.0,High,,
EMP0306,27,Female,Finance,Onsite,9.0,50,Yes,5.0,High,,
EMP0423,26,Male,Education,Hybrid,9.0,24,No,2.0,High,,
EMP0440,22,Male,Retail,Onsite,6.0,47,No,1.0,Medium,,
EMP0530,23,Female,Retail,Onsite,9.0,34,No,3.0,High,,
EMP0550,22,Male,Retail,Onsite,9.0,26,Yes,3.0,High,,
EMP0567,24,Female,Education,Remote,6.0,27,Yes,1.0,Medium,,
EMP0607,27,Male,Retail,Hybrid,3.0,49,Yes,5.0,Low,,
EMP0612,26,Male,IT,Hybrid,6.0,27,No,3.0,Medium,,
EMP0672,22,Male,Retail,Remote,9.0,25,Yes,4.0,High,,
EMP0788,22,Male,Healthcare,Remote,9.0,48,Yes,3.0,High,,
EMP0802,24,Male,Manufacturing,Hybrid,9.0,45,Yes,2.0,High,,
EMP0969,26,Male,Education,Hybrid,3.0,24,Yes,1.0,Low,,
EMP1014,25,Female,Education,Remote,9.0,40,No,1.0,High,,
EMP1020,24,Female,Consulting,Onsite,9.0,40,Yes,4.0,High,,
EMP1030,24,Female,Finance,Hybrid,9.0,44,No,3.0,High,,
EMP1058,27,Male,Retail,Remote,6.0,28,No,4.0,Medium,,
EMP1094,23,Male,Education,Onsite,3.0,25,No,4.0,Low,,
EMP1130,26,Female,Healthcare,Hybrid,9.0,36,No,5.0,High,,
EMP1137,22,Male,Education,Onsite,3.0,56,Yes,5.0,Low,,
EMP1254,23,Male,IT,Hybrid,9.0,20,No,3.0,High,,
EMP1331,24,Male,Education,Remote,3.0,33,No,4.0,Low,,
EMP1347,25,Female,IT,Remote,9.0,54,No,1.0,High,,
EMP1469,24,Female,Retail,Onsite,3.0,47,No,1.0,Low,,
EMP1510,27,Female,Finance,Remote,3.0,39,Yes,3.0,Low,,
EMP1556,25,Female,IT,Onsite,3.0,44,Yes,4.0,Low,,
EMP1577,23,Male,Finance,Remote,3.0,54,Yes,5.0,Low,,
EMP1747,24,Male,Retail,Hybrid,3.0,32,No,5.0,Low,,
EMP1762,24,Female,IT,Remote,6.0,60,No,2.0,Medium,,
EMP1789,25,Male,Consulting,Hybrid,3.0,27,No,1.0,Low,,
EMP1831,27,Female,Finance,Remote,6.0,34,No,3.0,Medium,,
EMP1961,24,Female,Manufacturing,Onsite,6.0,22,Yes,5.0,Medium,,
EMP2037,22,Female,Retail,Remote,6.0,38,No,4.0,Medium,,
EMP2077,23,Male,Manufacturing,Hybrid,3.0,36,No,4.0,Low,,
EMP2132,27,Male,Consulting,Remote,3.0,41,Yes,3.0,Low,,
EMP2207,27,Female,Consulting,Onsite,3.0,53,No,3.0,Low,,
EMP2239,26,Male,Healthcare,Remote,9.0,56,No,3.0,High,,
EMP2241,26,Male,Consulting,Remote,6.0,46,No,2.0,Medium,,
EMP2243,23,Male,Education,Hybrid,6.0,28,No,1.0,Medium,,
EMP2271,24,Male,Healthcare,Onsite,3.0,26,Yes,2.0,Low,,
EMP2380,23,Male,Education,Hybrid,9.0,27,No,2.0,High,,
EMP2622,23,Male,Consulting,Remote,6.0,34,No,4.0,Medium,,
EMP2682,26,Male,Retail,Remote,9.0,43,Yes,1.0,High,,
EMP2727,27,Male,IT,Remote,9.0,53,Yes,4.0,High,,
EMP2753,24,Male,Finance,Remote,3.0,20,Yes,5.0,Low,,
EMP2776,26,Female,Retail,Hybrid,6.0,44,No,2.0,Medium,,
EMP2923,25,Female,Retail,Remote,6.0,21,No,2.0,Medium,,
EMP2935,23,Female,IT,Onsite,6.0,60,No,5.0,Medium,,
EMP3043,24,Male,Manufacturing,Onsite,3.0,35,No,1.0,Low,,
EMP3053,23,Male,Retail,Onsite,6.0,30,Yes,2.0,Medium,,
EMP3139,22,Male,Consulting,Hybrid,9.0,23,No,4.0,High,,
EMP3153,25,Female,Healthcare,Onsite,3.0,40,No,1.0,Low,,
EMP3167,25,Male,Retail,Remote,9.0,53,No,5.0,High,,
EMP3189,22,Male,Retail,Remote,9.0,50,No,1.0,High,,
EMP3215,25,Female,Healthcare,Hybrid,9.0,57,Yes,2.0,High,,
EMP3232,26,Female,Retail,Onsite,9.0,58,No,4.0,High,,
EMP3279,23,Male,Manufacturing,Remote,6.0,45,No,2.0,Medium,,
EMP3303,22,Female,IT,Remote,9.0,49,Yes,1.0,High,,
EMP3537,27,Male,Retail,Hybrid,6.0,50,Yes,5.0,Medium,,
EMP3734,25,Female,Retail,Remote,3.0,43,Yes,4.0,Low,,
EMP3742,25,Female,Retail,Remote,9.0,23,Yes,2.0,High,,
EMP3845,25,Female,Retail,Onsite,9.0,55,No,3.0,High,,
EMP4122,27,Male,Retail,Remote,9.0,45,Yes,4.0,High,,
EMP4125,25,Male,IT,Hybrid,6.0,52,No,2.0,Medium,,
EMP4234,26,Male,Retail,Remote,6.0,55,No,1.0,Medium,,
EMP4243,26,Male,IT,Hybrid,9.0,51,Yes,2.0,High,,
EMP4282,27,Male,Manufacturing,Hybrid,9.0,32,No,4.0,High,,
EMP4423,24,Female,Manufacturing,Hybrid,3.0,47,Yes,5.0,Low,,
EMP4424,25,Female,Retail,Hybrid,9.0,45,No,5.0,High,,
EMP4474,24,Male,Manufacturing,Onsite,6.0,25,Yes,5.0,Medium,,
EMP4476,27,Female,IT,Onsite,6.0,54,No,1.0,Medium,,
EMP4557,25,Male,Consulting,Hybrid,6.0,20,No,1.0,Medium,,
EMP4735,25,Female,Consulting,Onsite,6.0,46,Yes,1.0,Medium,,
EMP4774,24,Female,Finance,Remote,9.0,28,Yes,5.0,High,,
EMP4918,24,Female,Healthcare,Onsite,6.0,24,Yes,3.0,Medium,,
EMP0129,27,Female,Consulting,Onsite,6.0,46,No,4.0,Medium,,
EMP0183,26,Male,Healthcare,Onsite,3.0,56,Yes,2.0,Low,,
EMP0185,24,Female,Manufacturing,Hybrid,6.0,60,No,5.0,Medium,,
EMP0188,23,Female,Consulting,Onsite,9.0,60,No,5.0,High,,
EMP0285,24,Male,Manufacturing,Hybrid,3.0,20,No,2.0,Low,,
EMP0289,23,Male,IT,Hybrid,3.0,39,No,4.0,Low,,
EMP0417,25,Female,Healthcare,Hybrid,9.0,26,No,4.0,High,,
EMP0422,23,Female,Finance,Remote,6.0,37,Yes,1.0,Medium,,
EMP0546,23,Male,IT,Remote,3.0,32,Yes,4.0,Low,,
EMP0702,26,Male,Finance,Remote,9.0,26,No,2.0,High,,
EMP0705,26,Male,IT,Remote,3.0,37,No,2.0,Low,,
EMP0813,25,Male,Consulting,Onsite,6.0,22,Yes,5.0,Medium,,
EMP1031,25,Female,Finance,Remote,6.0,25,Yes,4.0,Medium,,
EMP1047,22,Female,Healthcare,Remote,9.0,29,No,2.0,High,,
EMP1084,25,Male,Healthcare,Onsite,3.0,45,No,3.0,Low,,
EMP1088,24,Female,Manufacturing,Remote,3.0,40,No,1.0,Low,,
EMP1110,26,Male,Education,Hybrid,9.0,23,No,3.0,High,,
EMP1175,24,Male,Healthcare,Remote,6.0,41,No,2.0,Medium,,
EMP1209,24,Female,IT,Hybrid,9.0,23,No,2.0,High,,
EMP1231,23,Male,Healthcare,Onsite,3.0,60,No,3.0,Low,,
EMP1238,26,Male,Retail,Hybrid,9.0,22,Yes,3.0,High,,
EMP1295,25,Female,Healthcare,Remote,3.0,53,No,4.0,Low,,
EMP1389,24,Male,IT,Hybrid,3.0,43,No,5.0,Low,,
EMP1391,25,Female,Healthcare,Onsite,3.0,45,No,3.0,Low,,
EMP1423,22,Female,Healthcare,Remote,9.0,31,No,4.0,High,,
EMP1425,25,Female,Finance,Onsite,3.0,36,Yes,4.0,Low,,
EMP1587,25,Female,Education,Remote,9.0,40,Yes,2.0,High,,
EMP1600,26,Female,IT,Hybrid,3.0,56,No,4.0,Low,,
EMP1709,27,Female,IT,Remote,9.0,40,Yes,5.0,High,,
EMP1723,22,Female,Finance,Remote,6.0,42,No,3.0,Medium,,
EMP1743,26,Male,Retail,Onsite,6.0,46,Yes,4.0,Medium,,
EMP1793,25,Female,IT,Remote,9.0,35,Yes,4.0,High,,
EMP1919,23,Female,Healthcare,Remote,9.0,59,No,1.0,High,,
EMP1931,24,Male,Healthcare,Hybrid,9.0,39,No,2.0,High,,
EMP1964,22,Male,IT,Onsite,9.0,25,Yes,3.0,High,,
EMP2103,23,Female,IT,Remote,9.0,58,No,5.0,High,,
EMP2148,23,Female,Finance,Hybrid,9.0,25,Yes,1.0,High,,
EMP2195,22,Male,Finance,Hybrid,9.0,26,No,2.0,High,,
EMP2202,22,Male,Retail,Hybrid,3.0,60,Yes,1.0,Low,,
EMP2222,25,Female,Education,Onsite,3.0,20,No,4.0,Low,,
EMP2250,27,Male,IT,Onsite,9.0,57,Yes,4.0,High,,
EMP2397,25,Male,IT,Remote,6.0,26,Yes,3.0,Medium,,
EMP2541,23,Male,Manufacturing,Onsite,9.0,25,Yes,1.0,High,,
EMP2548,25,Male,Education,Hybrid,6.0,39,No,2.0,Medium,,
EMP2770,24,Female,Finance,Remote,3.0,35,No,5.0,Low,,
EMP2796,27,Female,Healthcare,Hybrid,6.0,23,Yes,5.0,Medium,,
EMP2894,26,Female,Consulting,Remote,6.0,31,No,3.0,Medium,,
EMP2956,22,Male,Consulting,Remote,9.0,60,No,5.0,High,,
EMP2975,27,Male,IT,Remote,3.0,36,Yes,1.0,Low,,
EMP3178,23,Female,Finance,Hybrid,9.0,25,No,3.0,High,,
EMP3203,26,Female,Manufacturing,Remote,3.0,32,No,5.0,Low,,
EMP3224,24,Male,Healthcare,Onsite,9.0,23,No,2.0,High,,
EMP3455,22,Male,Education,Hybrid,6.0,27,No,1.0,Medium,,
EMP3601,26,Female,IT,Remote,3.0,54,Yes,1.0,Low,,
EMP3628,22,Female,IT,Remote,6.0,24,Yes,1.0,Medium,,
EMP3701,27,Female,Manufacturing,Hybrid,3.0,33,No,4.0,Low,,
EMP3726,26,Male,Consulting,Remote,9.0,54,No,4.0,High,,
EMP3784,24,Male,Manufacturing,Hybrid,3.0,27,Yes,5.0,Low,,
EMP3862,25,Male,IT,Remote,3.0,47,No,3.0,Low,,
EMP3885,27,Female,Finance,Onsite,6.0,20,No,4.0,Medium,,
EMP3978,22,Male,Retail,Hybrid,3.0,33,Yes,3.0,Low,,
EMP4044,24,Male,Consulting,Hybrid,9.0,47,Yes,2.0,High,,
EMP4117,27,Female,Consulting,Hybrid,3.0,51,Yes,1.0,Low,,
EMP4356,26,Male,Education,Onsite,6.0,55,Yes,3.0,Medium,,
EMP4382,27,Male,Finance,Remote,9.0,33,No,4.0,High,,
EMP4480,22,Female,Retail,Hybrid,9.0,60,Yes,4.0,High,,
EMP4521,25,Male,Healthcare,Hybrid,3.0,30,Yes,2.0,Low,,
EMP4658,25,Female,Manufacturing,Hybrid,3.0,21,No,4.0,Low,,
EMP4758,26,Female,IT,Remote,6.0,50,Yes,2.0,Medium,,
EMP4765,25,Male,Retail,Onsite,3.0,21,No,3.0,Low,,
EMP4862,23,Male,IT,Hybrid,3.0,42,No,3.0,Low,,
EMP4865,23,Male,Manufacturing,Hybrid,6.0,56,Yes,1.0,Medium,,
EMP4919,24,Female,Finance,Onsite,6.0,39,No,2.0,Medium,,
EMP4952,23,Male,Finance,Hybrid,6.0,29,No,1.0,Medium,,
EMP0031,22,Female,IT,Onsite,3.0,20,Yes,1.0,Low,,
EMP0039,24,Male,IT,Onsite,3.0,48,Yes,4.0,Low,,
EMP0166,22,Female,Manufacturing,Hybrid,3.0,46,Yes,2.0,Low,,
EMP0216,25,Male,Manufacturing,Remote,6.0,47,No,2.0,Medium,,
EMP0256,27,Male,Education,Hybrid,6.0,32,Yes,3.0,Medium,,
EMP0448,22,Male,Retail,Onsite,6.0,40,No,3.0,Medium,,
EMP0599,26,Female,Finance,Remote,6.0,59,Yes,5.0,Medium,,
EMP0652,26,Male,Retail,Onsite,6.0,45,Yes,2.0,Medium,,
EMP0653,23,Male,Education,Remote,3.0,57,No,1.0,Low,,
EMP0667,22,Female,Retail,Hybrid,9.0,36,Yes,5.0,High,,
EMP0714,24,Female,IT,Remote,9.0,44,No,1.0,High,,
EMP0929,27,Male,Education,Hybrid,3.0,42,No,4.0,Low,,
EMP0934,22,Female,Manufacturing,Remote,6.0,52,No,2.0,Medium,,
EMP0981,26,Male,Healthcare,Onsite,9.0,26,Yes,2.0,High,,
EMP1060,24,Male,Retail,Onsite,9.0,35,Yes,5.0,High,,
EMP1063,23,Male,IT,Hybrid,3.0,45,No,1.0,Low,,
EMP1071,27,Male,Finance,Hybrid,9.0,33,Yes,5.0,High,,
EMP1083,26,Male,Consulting,Remote,6.0,33,Yes,2.0,Medium,,
EMP1178,27,Female,Retail,Remote,9.0,39,Yes,5.0,High,,
EMP1312,23,Female,Healthcare,Remote,3.0,37,Yes,2.0,Low,,
EMP1496,24,Female,IT,Remote,6.0,39,Yes,1.0,Medium,,
EMP1533,22,Female,Consulting,Remote,6.0,47,No,5.0,Medium,,
EMP1734,24,Male,Retail,Onsite,9.0,35,No,1.0,High,,
EMP1748,26,Male,Manufacturing,Hybrid,3.0,56,Yes,5.0,Low,,
EMP1760,24,Female,Consulting,Remote,6.0,44,No,2.0,Medium,,
EMP1772,24,Male,Education,Hybrid,9.0,40,Yes,4.0,High,,
EMP1781,23,Male,Consulting,Remote,3.0,28,Yes,1.0,Low,,
EMP1879,25,Male,Healthcare,Hybrid,6.0,55,No,2.0,Medium,,
EMP1935,27,Female,Retail,Remote,3.0,33,Yes,5.0,Low,,
EMP1962,22,Male,Manufacturing,Onsite,9.0,43,Yes,2.0,High,,
EMP2075,24,Female,Healthcare,Onsite,9.0,50,No,3.0,High,,
EMP2120,26,Male,Finance,Onsite,3.0,55,No,3.0,Low,,
EMP2230,26,Female,Finance,Onsite,6.0,24,Yes,1.0,Medium,,
EMP2249,25,Male,Consulting,Hybrid,3.0,22,Yes,3.0,Low,,
EMP2262,24,Male,IT,Onsite,9.0,39,No,4.0,High,,
EMP2270,23,Female,Education,Remote,6.0,53,Yes,1.0,Medium,,
EMP2367,22,Male,Education,Hybrid,9.0,56,No,3.0,High,,
EMP2430,22,Male,Retail,Remote,6.0,40,No,3.0,Medium,,
EMP2516,27,Female,Healthcare,Hybrid,9.0,58,Yes,3.0,High,,
EMP2555,23,Female,Manufacturing,Onsite,3.0,28,No,2.0,Low,,
EMP2623,27,Male,Education,Remote,9.0,52,Yes,3.0,High,,
EMP2627,25,Male,Retail,Onsite,6.0,60,No,1.0,Medium,,
EMP2640,25,Male,Education,Onsite,6.0,44,No,5.0,Medium,,
EMP2659,22,Female,Manufacturing,Onsite,3.0,40,Yes,4.0,Low,,
EMP2674,25,Female,Finance,Onsite,6.0,54,No,1.0,Medium,,
EMP2772,22,Male,IT,Hybrid,9.0,43,Yes,5.0,High,,
EMP2831,26,Female,Consulting,Onsite,6.0,33,No,4.0,Medium,,
EMP3045,25,Female,Healthcare,Onsite,9.0,53,No,1.0,High,,
EMP3205,23,Male,Manufacturing,Onsite,6.0,43,No,5.0,Medium,,
EMP3398,22,Female,Education,Hybrid,3.0,25,No,2.0,Low,,
EMP3401,23,Female,Manufacturing,Hybrid,6.0,40,Yes,5.0,Medium,,
EMP3460,27,Male,Manufacturing,Onsite,3.0,35,Yes,1.0,Low,,
EMP3470,25,Female,Finance,Remote,3.0,35,No,2.0,Low,,
EMP3483,24,Male,IT,Onsite,6.0,56,Yes,5.0,Medium,,
EMP3573,22,Female,Healthcare,Onsite,9.0,40,No,5.0,High,,
EMP3594,25,Male,IT,Onsite,9.0,49,No,4.0,High,,
EMP3664,27,Female,Education,Onsite,3.0,40,No,5.0,Low,,
EMP3789,24,Male,Education,Hybrid,9.0,23,No,5.0,High,,
EMP3830,22,Male,Manufacturing,Remote,3.0,53,No,4.0,Low,,
EMP3840,25,Female,IT,Hybrid,6.0,32,No,2.0,Medium,,
EMP3932,23,Male,Healthcare,Remote,3.0,54,Yes,5.0,Low,,
EMP3934,27,Female,Healthcare,Remote,6.0,23,No,2.0,Medium,,
EMP3973,27,Male,Finance,Remote,9.0,60,No,2.0,High,,
EMP3995,25,Male,IT,Remote,9.0,41,Yes,1.0,High,,
EMP4010,23,Female,Healthcare,Remote,3.0,45,Yes,1.0,Low,,
EMP4056,23,Male,Healthcare,Hybrid,9.0,47,Yes,4.0,High,,
EMP4093,25,Female,Education,Hybrid,9.0,52,No,5.0,High,,
EMP4148,27,Male,Healthcare,Onsite,3.0,59,No,3.0,Low,,
EMP4399,26,Female,IT,Hybrid,9.0,21,No,5.0,High,,
EMP4442,26,Male,IT,Hybrid,3.0,56,Yes,3.0,Low,,
EMP4536,24,Male,Education,Hybrid,3.0,57,Yes,2.0,Low,,
EMP4643,25,Male,Consulting,Onsite,3.0,32,Yes,3.0,Low,,
EMP4648,25,Female,Manufacturing,Remote,3.0,57,No,4.0,Low,,
EMP4756,25,Female,Manufacturing,Remote,3.0,26,Yes,2.0,Low,,
